tbch;normalized;name;hash;flag
;Bogomolets National Medical Uneversity, Kyiv, Ukraine;Bogomolets National Medical University of the Ministry of Healthcare of Ukraine, Kiev, 01601, Ukraine;-3,33E+18;originally correct
;Bogomolets National Medical Uneversity, Kyiv, Ukraine;BOGOMOLETS NATIONAL MEDICAL UNIVERSITY STOMATOLOGICAL MEDICAL CENTER, KYIV, Ukraine;-4,36E+18;both 1st uni and dep
;Bogomolets National Medical Uneversity, Kyiv, Ukraine;Department of Medical and Biological Physics and Informatics, Bogomolets National Medical University, 13, Shevchenko Boulvard, Kyiv, 01601, Ukraine;-6,95E+18;changed 1st dep by 2nd uni
;Bogomolets National Medical Uneversity, Kyiv, Ukraine;Department of Biology, Bogomolets National Medical University, Kiev 03680, Pobedy Av., 34, Ukraine;-8,74E+18;changed 1st dep by 2nd uni
;Bogomolets National Medical Uneversity, Kyiv, Ukraine;Department of Endocrinology, Bogomolets National Medical University, Kyiv, 01601, Ukraine;-2,33E+18;changed 1st dep by 2nd uni
;Bogomolets National Medical Uneversity, Kyiv, Ukraine;Department Internal Medicine #3, Bogomolets National Medical University, Kyiv, Ukraine;-5,10E+18;changed 1st dep by 2nd uni
;Bogomolets National Medical Uneversity, Kyiv, Ukraine;Conservative Dentistry Department, Bogomolets National Medical University, Kyiv, Ukraine;7, 43E+18;changed 1st dep by 2nd uni
;Bogomolets National Medical Uneversity, Kyiv, Ukraine;Department of Ophthalmology, Bogomolets National Medical University, Kyiv, Ukraine;-4,75E+18;changed 1st dep by 2nd uni
;Bogomolets National Medical Uneversity, Kyiv, Ukraine;Bogomolets National Medical University, Department of оtorhinolaryngology, Kiev, Ukraine;-4,61E+18;originally correct
;Bogomolets National Medical Uneversity, Kyiv, Ukraine;Bogomolets National Medical University, Kiyv, Ukraine;7, 30E+18;originally correct
;Bogomolets National Medical Uneversity, Kyiv, Ukraine;BOGOMOLETS NATIONAL MEDICAL UNIVERSITY, KYIV, Ukraine;1, 81E+18;originally correct
;Bogomolets National Medical Uneversity, Kyiv, Ukraine;Bogomolets National Medical University, Kyiv, Ukraine;-9,07E+18;originally correct
;Bogomolets National Medical Uneversity, Kyiv, Ukraine;Bogomolets National Medical University, Medical Psychology, Psychosomatic Medicine and Psychotherapy Department, Kyiv, Ukraine;5, 77E+18;originally correct
;Bogomolets National Medical Uneversity, Kyiv, Ukraine;Bogomolets National Medical University, Ministry of Public Health of Ukraine, Kyiv, Ukraine;-4,02E+18;originally correct
;Bogomolets National Medical Uneversity, Kyiv, Ukraine;Bogomolets National Medical University, Stomatological Department, Division of Maxillofacial Surgery, 13, T. Shevchenko blvd, Kiev, 01601, Ukraine;-7,73E+18;originally correct
;Bogomolets National Medical Uneversity, Kyiv, Ukraine;Bogomolets National Medical University, T. Shevchenko blvd., 13, Kyiv, 01601, Ukraine;3, 41E+18;originally correct
;Bogomolets National Medical Uneversity, Kyiv, Ukraine;Bogomolets National Medical University, T. Shevchenko boulevard, 13, Kyiv, 01601, Ukraine;-7,23E+18;originally correct
;Bogomolets National Medical Uneversity, Kyiv, Ukraine;Bogomolets National Medical University, Taras Shevchenko Street 13, Kyiv, 01601, Ukraine;-3,58E+18;originally correct
;Bogomolets National Medical Uneversity, Kyiv, Ukraine;Bogomolets National Medical University, Ukraine;7, 44E+18;originally correct
;Bogomolets National Medical Uneversity, Kyiv, Ukraine;State Key Laboratory of Molecular and Cellular Biology, Bogomoletz Institute of Physiology, Kiev, Ukraine;-1,77E+18;first neither uni nor dep
;Bogomolets National Medical Uneversity, Kyiv, Ukraine;State Key Laboratory of Molecular and Cellular Biology, Bogomoletz Institute of Physiology, National Academy of Sciences of Ukraine, Kyiv 01024, 4 Bogomoletz Street, Ukraine;-5,16E+18;first neither uni nor dep
;Bogomolets National Medical Uneversity, Kyiv, Ukraine;Bohomolets National Medical University, blvd. T. Shevchenko, 13, Kyiv, 01601, Ukraine;-7,47E+18;originally correct
;Bogomolets National Medical University, O.O. Bogomolets National Medical University, Kyiv, Ukraine;Department of Obstetrics and Gynecology No. 1, O.O. Bogomolets National Medical University, Kyiv, Ukraine;-6,56E+18;changed 1st dep by 2nd uni
;Bogomolets National Medical University, O.O. Bogomolets National Medical University, Kyiv, Ukraine;Department of Surgery #2, O.O. Bogomolets National Medical University, Kyiv, Ukraine;-3,75E+18;changed 1st dep by 2nd uni
;Bogomolets National Medical University, O.O. Bogomolets National Medical University, Kyiv, Ukraine;O.O. Bogomolets National Medical University, Zoologichna str., 1, Kyiv, 03057, Ukraine;-6,99E+18;originally correct
;Bogomolets National Medical University, O.O. Bogomolets National Medical University, Kyiv, Ukraine;Department of Traumatology and Orthopedics, O.O.Bogomolets National Medical University, Kyiv, Ukraine;-1,30E+18;changed 1st dep by 2nd uni
;Bogomoletz Institute of Physiology, 01024 Kyiv, Ukraine;Dept. of General Physiology of the Nervous System, A.A. Bogomoletz Institute of Physiology, 01024 Kiev, Ukraine;1, 84E+18;first neither uni nor dep
;Bogomoletz Institute of Physiology, Kyiv, Ukraine;Laboratory of Biophysics of Ion Channels, Department of General Physiology of Nervous System, Bogomoletz Institute of Physiology, Kyiv, Ukraine;5, 53E+18;first neither uni nor dep
;Bohdan Khmelnytsky National University of Cherkasy, Cherkasy, Ukraine;Bohdan Khmelnytsky National University of Cherkassy, Cherkassy, 18031, 81 Schevchenko Bulv., Ukraine;-1,60E+18;originally correct
;Bohdan Khmelnytsky National University of Cherkasy, Cherkasy, Ukraine;Bohdan Khmelnytsky National University of Cherkasy, 81 Shevchenka Blvd., Cherkasy, 18031, Ukraine;5, 57E+18;originally correct
;Bohdan Khmelnytsky National University of Cherkasy, Cherkasy, Ukraine;Bohdan Khmelnytsky National University Of Cherkasy, 81 Shevchenko Str., Cherkasy, 18000, Ukraine;-4,80E+17;originally correct
;Bohdan Khmelnytsky National University of Cherkasy, Cherkasy, Ukraine;Bohdan Khmelnytsky National University of Cherkasy, 81, Shevchenko Blvd., Cherkasy, 18000, Ukraine;6, 71E+18;originally correct
;Bohdan Khmelnytsky National University of Cherkasy, Cherkasy, Ukraine;Bohdan Khmelnytsky National University of Cherkasy, 81, Shevchenko Blvd., Cherkasy, 18031, Ukraine;2, 49E+18;originally correct
;Bohdan Khmelnytsky National University of Cherkasy, Cherkasy, Ukraine;Bohdan Khmelnytsky National University of Cherkasy, Cherkasy, Ukraine;5, 02E+18;originally correct
;Bohdan Khmelnytsky National University of Cherkasy, Cherkasy, Ukraine;Department of Administrative Activity, Bohdan Khmelnytskyi National Academy of State Border Guard Service of Ukraine, Khmelnytskyi, Ukraine;4, 27E+18;changed 1st dep by 2nd uni
;Bohdan Khmelnytsky National University of Cherkasy, Cherkasy, Ukraine;Bohdan Khmelnytskyi National Academy of the State Border Guard Service of Ukraine, Khmelnytskyi, 29007, Ukraine;4, 22E+17;originally correct
;Bohdan Khmelnytsky National University of Cherkasy, Cherkasy, Ukraine;Foreign Languages Department, Bohdan Khmelnytskyi National Academy, State Border Guard Service of Ukraine, Khmelnytskyi, Ukraine;-7,79E+18;changed 1st dep by 2nd uni
;Bohdan Khmelnytsky National University of Cherkasy, Cherkasy, Ukraine;Bohdan Khmelnytskyi National Academy, Department of Telecommunication and Information Systems, State Border Guard Service of Ukraine, Khmelnytskyi, Ukraine;-2,46E+18;originally correct
;Bohdan Khmelnytsky National University of Cherkasy, Cherkasy, Ukraine;Department of Management and Public Service, Bohdan Khmelnytskyi National University of Cherkasy, Cherkasy, Ukraine;8, 67E+18;changed 1st dep by 2nd uni
;Boris Grinchenko Kyiv University, Kyiv, Ukraine;Boris Grinchenko Kyiv University, Kiev, Ukraine;9, 12E+18;originally correct
;Boris Grinchenko Kyiv University, Kyiv, Ukraine;Boris Grinchenko Kyiv University, Kyiv, Ukraine;-2,61E+18;originally correct
;Boris Grinchenko Kyiv University, Kyiv, Ukraine;Borys Grinchenko Kyiv University BGKU, Kyiv, Ukraine;3, 87E+18;originally correct
;Boris Grinchenko Kyiv University, Kyiv, Ukraine;Borys Grinchenko Kyiv University, 13-B Marshal Tymoshenko str., Kyiv, 04212, Ukraine;-3,73E+18;originally correct
;Boris Grinchenko Kyiv University, Kyiv, Ukraine;Borys Grinchenko Kyiv University, 18/2 Bulvarno-Kudriavska St., Kyiv, 04053, Ukraine;-2,10E+17;originally correct
;Boris Grinchenko Kyiv University, Kyiv, Ukraine;Borys Grinchenko Kyiv University, 18/2 Bulvarno-Kudriavska Str, Kyiv, 04053, Ukraine;5, 74E+18;originally correct
;Boris Grinchenko Kyiv University, Kyiv, Ukraine;Borys Grinchenko Kyiv University, 18/2 Bulvarno-Kudriavska Str., Kiev, 04053, Ukraine;3, 74E+18;originally correct
;Boris Grinchenko Kyiv University, Kyiv, Ukraine;Borys Grinchenko Kyiv University, 18/2 Bulvarno-Kudriavska Str., Kyiv, 04053, Ukraine;2, 63E+18;originally correct
;Boris Grinchenko Kyiv University, Kyiv, Ukraine;Borys Grinchenko Kyiv University, 18/2 Bulvarno-Kudriavska str., Kyiv, 04053, Ukraine;-7,88E+18;originally correct
;Boris Grinchenko Kyiv University, Kyiv, Ukraine;Borys Grinchenko Kyiv University, 18/2 Bulvarno-Kudryavska Str., Kyiv, 04053, Ukraine;1, 29E+18;originally correct
;Boris Grinchenko Kyiv University, Kyiv, Ukraine;Borys Grinchenko Kyiv University, 18/2, st. Bulvarno-Kudryavska, Kyiv, 04053, Ukraine;-6,40E+18;originally correct
;Boris Grinchenko Kyiv University, Kyiv, Ukraine;Faculty of Information Technology and Management, Borys Grinchenko Kyiv University, 18/2 Bulvarno-Kudriavska Str, Kyiv, 04053, Ukraine;-4,37E+18;changed 1st dep by 2nd uni
;Boris Grinchenko Kyiv University, Kyiv, Ukraine;Department of Finance and Economics, Borys Grinchenko Kyiv University, 18/2 Bulvarno-Kudriavska Str., Kyiv, 04053, Ukraine;-7,98E+18;changed 1st dep by 2nd uni
;Boris Grinchenko Kyiv University, Kyiv, Ukraine;Department of Information and Cyber Security, Borys Grinchenko Kyiv University, Kyiv, 04212, Ukraine;-4,52E+18;changed 1st dep by 2nd uni
;Boris Grinchenko Kyiv University, Kyiv, Ukraine;Department of Management, Borys Grinchenko Kyiv University, Kyiv, 18/2 Bulvarno-Kudriavska St., Kyiv, Ukraine;-7,33E+18;changed 1st dep by 2nd uni
;Boris Grinchenko Kyiv University, Kyiv, Ukraine;Department of Finance and Economics, Borys Grinchenko Kyiv University, Kyiv, 18/2 Bulvarno-Kudriavska St., Kyiv, Ukraine;-8,42E+18;changed 1st dep by 2nd uni
;Boris Grinchenko Kyiv University, Kyiv, Ukraine;Department of Public Law, Borys Grinchenko Kyiv University, Ukraine;1, 88E+18;changed 1st dep by 2nd uni
;Boris Grinchenko Kyiv University, Kyiv, Ukraine;Borys Grinchenko Kyiv University, Computer Science and Mathematics Department, Kyiv, Ukraine;2, 97E+18;originally correct
;Boris Grinchenko Kyiv University, Kyiv, Ukraine;Borys Grinchenko Kyiv University, Department of Information and Cyber Security, Kyiv, Ukraine;-8,81E+17;originally correct
;Boris Grinchenko Kyiv University, Kyiv, Ukraine;Borys Grinchenko Kyiv University, Dept. of Inform. and Cyber Security, Kyiv, Ukraine;-1,70E+17;originally correct
;Boris Grinchenko Kyiv University, Kyiv, Ukraine;Borys Grinchenko Kyiv University, Faculty of Economics and Management, Kyiv, Ukraine;5, 43E+17;originally correct
;Boris Grinchenko Kyiv University, Kyiv, Ukraine;Borys Grinchenko Kyiv University, Kiev, Ukraine;4, 38E+18;originally correct
;Boris Grinchenko Kyiv University, Kyiv, Ukraine;BORYS GRINCHENKO KYIV UNIVERSITY, KYIV, Ukraine;4, 64E+18;originally correct
;Boris Grinchenko Kyiv University, Kyiv, Ukraine;Borys Grinchenko Kyiv University, Kyiv, Ukraine;-8,59E+16;originally correct
;Boris Grinchenko Kyiv University, Kyiv, Ukraine;Borys Grinchenko Kyiv University, Ukraine;-5,12E+18;originally correct
;Borys Grinchenko Kyiv University, Kyiv, Ukraine;Library, Borys Grinchenko Kyiv University, Kyiv, Ukraine;-7,02E+18;first neither uni nor dep
;Brovary Secondary School of I-III levels No. 1, 153 Kyivska Str., Brovary, 07400, Ukraine;Brovary Secondary School of I-III levels No. 1, 153 Kyivska Str., Brovary, 07400, Ukraine;-2,46E+18;first neither uni nor dep
;Bucovinian State Medical University, 58000, Chernivtsi, Ukraine;Bucovinian State Medical University, 58000, Chernivtsi, Ukraine;6, 03E+18;originally correct
;Bucovinian State Medical University, 58000, Chernivtsi, Ukraine;Bucovinian State Medical University, Chernivtsi, 58002, Ukraine;-1,54E+18;originally correct
;Bucovinian State Medical University, 58000, Chernivtsi, Ukraine;Bukovinian State Medical University, 3 Theatral Sq., Chernivtsi, 58000, Ukraine;3, 84E+18;originally correct
;Bucovinian State Medical University, 58000, Chernivtsi, Ukraine;Bukovinian State Medical University, 3 Theatralnaya Sqr., Chernivtsi, 58000, Ukraine;5, 83E+17;originally correct
;Bucovinian State Medical University, 58000, Chernivtsi, Ukraine;Department of Forensic Medicine and Medical Law, Bukovinian State Medical University, Chernivtsi, Ukraine;1, 99E+18;changed 1st dep by 2nd uni
;Bucovinian State Medical University, 58000, Chernivtsi, Ukraine;Department of Forensic Medicine, Bukovinian State Medical University, Chernivtsi, Ukraine;-8,92E+18;changed 1st dep by 2nd uni
;Bucovinian State Medical University, 58000, Chernivtsi, Ukraine;Department of Internal Medicine, Bukovinian State Medical University, Chernivtsi, Ukraine;3, 05E+18;changed 1st dep by 2nd uni
;Bucovinian State Medical University, 58000, Chernivtsi, Ukraine;Bukovinian State Medical University, Chernivtsi, 3 Theater Square, Ukraine;8, 36E+18;originally correct
;Bucovinian State Medical University, 58000, Chernivtsi, Ukraine;Bukovinian State Medical University, Chernivtsi, 58000, Ukraine;4, 92E+18;originally correct
;Bucovinian State Medical University, 58000, Chernivtsi, Ukraine;BUKOVINIAN STATE MEDICAL UNIVERSITY, CHERNIVTSI, Ukraine;7, 63E+18;originally correct
;Bucovinian State Medical University, 58000, Chernivtsi, Ukraine;Bukovinian State Medical University, Chernivtsi, Ukraine;8, 71E+18;originally correct
;Bucovinian State Medical University, 58000, Chernivtsi, Ukraine;Bukovinian State Medical University, Department of Forensic Medicine and Medical Law, Ukraine;3, 77E+17;originally correct
;Bucovinian State Medical University, 58000, Chernivtsi, Ukraine;Bukovinian State Medical University, Department of Medical Physics and Biological Informatics, 2 Theatral Square, Chernivtsi, Ukraine;2, 78E+18;originally correct
;Bucovinian State Medical University, 58000, Chernivtsi, Ukraine;Bukovinian State Medical University, Ukraine;-3,04E+18;originally correct
;Bucovinian State Medical University, 58000, Chernivtsi, Ukraine;Bukovinian University, C. Darvina Str. 2A, Chernivtsy, 58002, Ukraine;-2,20E+17;originally correct
;Bucovinian State Medical University, 58000, Chernivtsi, Ukraine;Bukovinian University, C. Darvina Str., 2A, Chernivtsi, 58002, Ukraine;6, 47E+18;originally correct
;Bucovinian State Medical University, 58000, Chernivtsi, Ukraine;Bukovinian University, Chernivtsi, Ukraine;-8,86E+18;originally correct
;Bucovinian State Medical University, 58000, Chernivtsi, Ukraine;Bukovinian University, Darvina st. 2-A, Chernivtsi, 58000, Ukraine;-5,52E+17;originally correct
;Bucovinian State Medical University, 58000, Chernivtsi, Ukraine;Bukovinian University, Darvina Str. 2A, Chernivtsi, 58000, Ukraine;-2,89E+18;originally correct
;Bucovinian State Medical University, 58000, Chernivtsi, Ukraine;Bukovinian University, Darvina str.2A, Chernivtsi, 58000, Ukraine;2, 88E+18;originally correct
;Bukovinian State Medical University, Chernivtsi, Ukraine;Higher Educational Institution of Ukraine «Bukovinian State Medical University», Chernivtsi, Ukraine;-7,61E+18;originally correct
;Bukovinian State Medical University, Chernivtsi, Ukraine;Department of Internal Medicine, Higher Educational Institution of Ukraine «Bukovinian State Medical University», Chernivtsi, Ukraine;3, 37E+17;changed 1st dep by 2nd uni
;Bukovinian State Medical University, Chernivtsi, Ukraine;Higher State Education Institution of Ukraine «Bukovinian State Medical University», Chernivtsi, Ukraine;4, 63E+18;originally correct
;Bukovinian State Medical University, Chernivtsi, Ukraine;"HIGHER STATE EDUCATIONAL ESTABLISHMENT OF UKRAINE ""BUKOVINIAN STATE MEDICAL UNIVERSITY"", CHERNIVTSI, Ukraine";6, 23E+18;originally correct
